TEAM,DATE,OPPONENT,HOME(D)/AWAY(W),RESULT,WIN(W)/LOST(P),PTS,2PM,2PA,2P%,3PM,3PA,3P%,SM,SA,S%,FTM,FTA,FT%,OREB,DREB,TREB,AST,PF,FF,TOV,STL,BLK,RBLK,EVAL,YEAR
WKK ProBiotics Wrocław,2013-11-23 17:00:00,King Wilki Morskie Szczecin,D,75:83,P,75,16,39,41.0,8,30,26.7,24,69,34.8,19,24,79.2,14,19,33,14,29,23,13,8,5,4,72,2013/2014
WKK ProBiotics Wrocław,2013-12-01 20:00:00,MCKiS Termo-Rex SA Jaworzno,W,64:84,W,84,29,48,60.4,8,24,33.3,37,72,51.4,2,3,66.7,8,17,25,14,20,14,11,11,4,2,91,2013/2014
WKK ProBiotics Wrocław,2013-12-07 17:00:00,MKS Wikana Start S.A. Lublin,D,69:70,P,69,12,36,33.3,9,31,29.0,21,67,31.3,18,24,75.0,14,27,41,13,28,19,9,2,2,0,66,2013/2014
WKK ProBiotics Wrocław,2013-12-14 17:00:00,MKS Dąbrowa Górnicza II,D,79:78,W,79,19,44,43.2,8,22,36.4,27,66,40.9,17,28,60.7,18,22,40,11,23,25,14,5,2,2,73,2013/2014
WKK ProBiotics Wrocław,2013-12-21 18:30:00,Intermarche Bricomarche BM SlamStal Ostrów,W,66:68,W,68,21,45,46.7,6,21,28.6,27,66,40.9,8,10,80.0,15,18,33,12,21,19,16,9,1,2,66,2013/2014
WKK ProBiotics Wrocław,2014-01-05 17:00:00,MKS Znicz Basket Pruszków,W,52:65,W,65,20,44,45.5,6,21,28.6,26,65,40.0,7,14,50.0,14,23,37,10,21,15,17,15,0,3,64,2013/2014
WKK ProBiotics Wrocław,2014-01-11 17:00:00,AZS Politechnika Poznań,D,86:76,W,86,30,51,58.8,5,20,25.0,35,71,49.3,11,18,61.1,15,26,41,22,21,23,15,11,2,3,104,2013/2014
WKK ProBiotics Wrocław,2014-01-18 17:30:00,PTG Sokół Łańcut,W,82:74,P,74,24,57,42.1,5,17,29.4,29,74,39.2,11,13,84.6,12,24,36,8,26,20,14,10,2,8,69,2013/2014
WKK ProBiotics Wrocław,2014-01-25 17:00:00,MOSiR PBS Bank KHS Krosno,D,71:61,W,71,21,46,45.7,7,20,35.0,28,66,42.4,8,11,72.7,10,22,32,11,24,18,13,9,5,1,74,2013/2014
WKK ProBiotics Wrocław,2014-02-01 19:00:00,Astoria Bydgoszcz,W,76:70,P,70,14,35,40.0,10,23,43.5,24,58,41.4,12,18,66.7,13,15,28,15,27,22,19,5,3,4,62,2013/2014
WKK ProBiotics Wrocław,2014-02-08 17:00:00,Polfarmex Kutno,D,71:86,P,71,21,48,43.8,5,21,23.8,26,69,37.7,14,24,58.3,19,25,44,15,23,24,14,6,3,6,72,2013/2014
WKK ProBiotics Wrocław,2014-02-15 17:00:00,Polski Cukier SIDEn Toruń,W,62:65,W,65,10,32,31.3,11,21,52.4,21,53,39.6,12,20,60.0,8,25,33,18,19,20,18,5,1,2,64,2013/2014
WKK ProBiotics Wrocław,2014-02-22 17:00:00,KS Spójnia Stargard Szczeciński,D,105:61,W,105,28,50,56.0,12,20,60.0,40,70,57.1,13,18,72.2,13,26,39,25,17,20,14,10,3,3,133,2013/2014
WKK ProBiotics Wrocław,2014-03-02 17:00:00,King Wilki Morskie Szczecin,W,101:88,P,88,25,45,55.6,7,22,31.8,32,67,47.8,17,22,77.3,9,16,25,17,21,20,10,7,1,5,88,2013/2014
WKK ProBiotics Wrocław,2014-03-08 16:00:00,MCKiS Termo-Rex SA Jaworzno,D,92:60,W,92,25,36,69.4,10,28,35.7,35,64,54.7,12,19,63.2,9,22,31,23,22,21,13,18,1,2,116,2013/2014
WKK ProBiotics Wrocław,2014-03-16 18:00:00,MKS Wikana Start S.A. Lublin,W,72:73,W,73,20,45,44.4,5,24,20.8,25,69,36.2,18,19,94.7,11,26,37,10,22,23,16,9,2,2,70,2013/2014
WKK ProBiotics Wrocław,2014-03-22 18:00:00,MKS Dąbrowa Górnicza II,W,81:85,W,85,21,47,44.7,10,23,43.5,31,70,44.3,13,17,76.5,12,24,36,18,27,23,14,4,1,8,87,2013/2014
WKK ProBiotics Wrocław,2014-03-30 18:00:00,Intermarche Bricomarche BM SlamStal Ostrów,D,77:60,W,77,18,43,41.9,7,17,41.2,25,60,41.7,20,26,76.9,15,25,40,19,23,23,15,9,2,2,91,2013/2014
WKK ProBiotics Wrocław,2014-04-05 17:00:00,MKS Dąbrowa Górnicza II,D,79:77,W,79,23,49,46.9,6,27,22.2,29,76,38.2,15,21,71.4,17,22,39,12,23,19,10,11,4,6,82,2013/2014
WKK ProBiotics Wrocław,2014-04-06 17:00:00,MKS Dąbrowa Górnicza II,D,93:84,W,93,16,51,31.4,13,26,50.0,29,77,37.7,22,29,75.9,21,28,49,10,30,26,20,11,1,7,89,2013/2014
WKK ProBiotics Wrocław,2014-04-12 18:00:00,MKS Dąbrowa Górnicza II,W,84:81,P,81,29,51,56.9,5,16,31.3,34,67,50.7,8,11,72.7,11,21,32,12,21,19,16,3,0,5,76,2013/2014
WKK ProBiotics Wrocław,2014-04-13 18:00:00,MKS Dąbrowa Górnicza II,W,72:75,W,75,21,51,41.2,5,14,35.7,26,65,40.0,18,23,78.3,13,23,36,16,21,22,12,9,2,5,82,2013/2014
WKK ProBiotics Wrocław,2014-04-26 18:00:00,MKS Wikana Start S.A. Lublin,D,66:60,W,66,14,42,33.3,8,21,38.1,22,63,34.9,14,27,51.9,11,31,42,15,22,25,17,5,2,2,59,2013/2014
WKK ProBiotics Wrocław,2014-04-27 18:00:00,MKS Wikana Start S.A. Lublin,D,63:69,P,63,11,39,28.2,8,25,32.0,19,64,29.7,17,21,81.0,9,23,32,12,25,20,15,7,6,3,56,2013/2014
WKK ProBiotics Wrocław,2014-05-03 18:00:00,MKS Wikana Start S.A. Lublin,W,51:70,W,70,18,45,40.0,9,21,42.9,27,66,40.9,7,10,70.0,14,27,41,13,18,17,13,5,3,5,77,2013/2014
WKK ProBiotics Wrocław,2014-05-04 18:00:00,MKS Wikana Start S.A. Lublin,W,88:60,P,60,13,40,32.5,9,33,27.3,22,73,30.1,7,10,70.0,14,18,32,9,16,18,11,4,4,4,44,2013/2014
WKK ProBiotics Wrocław,2014-05-07 18:00:00,MKS Wikana Start S.A. Lublin,D,78:61,W,78,20,47,42.6,10,22,45.5,30,69,43.5,8,15,53.3,15,18,33,14,21,20,14,11,4,4,80,2013/2014
WKK ProBiotics Wrocław,2014-05-10 17:30:00,Polfarmex Kutno,W,89:56,P,56,16,42,38.1,2,17,11.8,18,59,30.5,18,27,66.7,14,17,31,8,18,23,18,7,2,3,36,2013/2014
WKK ProBiotics Wrocław,2014-05-11 17:30:00,Polfarmex Kutno,W,81:79,P,79,21,43,48.8,7,20,35.0,28,63,44.4,16,18,88.9,8,13,21,18,20,20,12,5,2,4,76,2013/2014
WKK ProBiotics Wrocław,2014-05-17 20:00:00,Polfarmex Kutno,D,69:70,P,69,19,41,46.3,8,20,40.0,27,61,44.3,7,11,63.6,9,30,39,11,24,20,22,5,3,0,67,2013/2014
MKS Dąbrowa Górnicza II,2012-09-29 18:00:00,AZS WSGK POLFARMEX Kutno,D,80:77,W,80,20,40,50.0,6,18,33.3,26,58,44.8,22,34,64.7,7,23,30,13,24,31,13,5,1,0,72,2012/2013
MKS Dąbrowa Górnicza II,2012-10-03 17:00:00,AZS Politechnika Poznań,W,64:71,W,71,22,39,56.4,3,24,12.5,25,63,39.7,18,28,64.3,8,26,34,12,18,29,17,12,1,0,65,2012/2013
MKS Dąbrowa Górnicza II,2012-10-07 18:00:00,Polski Cukier SIDEn Toruń,D,76:66,W,76,22,41,53.7,6,27,22.2,28,68,41.2,14,20,70.0,9,31,40,15,24,25,11,8,4,0,86,2012/2013
MKS Dąbrowa Górnicza II,2012-10-13 20:00:00,AZS Radex Szczecin,W,70:65,P,65,20,37,54.1,5,20,25.0,25,57,43.9,10,18,55.6,8,21,29,12,24,19,20,3,2,0,51,2012/2013
MKS Dąbrowa Górnicza II,2012-10-21 18:00:00,PBS BANK EFIR ENERGY MOSiR Krosno,D,86:77,W,86,23,49,46.9,8,20,40.0,31,69,44.9,16,25,64.0,18,19,37,22,18,23,11,9,3,0,99,2012/2013
MKS Dąbrowa Górnicza II,2012-10-27 17:00:00,KS Spójnia Stargard Szczeciński,W,57:65,W,65,17,37,45.9,7,21,33.3,24,58,41.4,10,20,50.0,6,28,34,14,16,20,14,7,2,3,64,2012/2013
MKS Dąbrowa Górnicza II,2012-11-04 18:00:00,Franz Astoria Bydgoszcz,D,87:71,W,87,24,41,58.5,9,23,39.1,33,64,51.6,12,17,70.6,6,35,41,20,19,19,19,10,6,0,109,2012/2013
MKS Dąbrowa Górnicza II,2012-11-11 18:15:00,WKS Śląsk Wrocław,W,94:62,P,62,20,44,45.5,3,17,17.6,23,61,37.7,13,18,72.2,13,19,32,5,27,25,15,10,1,0,52,2012/2013
MKS Dąbrowa Górnicza II,2012-11-17 18:00:00,BM SLAM STAL Ostrów Wielkopolski,D,72:83,P,72,22,49,44.9,7,19,36.8,29,68,42.6,7,18,38.9,8,24,32,14,25,18,12,6,1,0,63,2012/2013
MKS Dąbrowa Górnicza II,2012-11-24 18:00:00,WIKANA START SA Lublin,W,85:74,P,74,17,34,50.0,9,24,37.5,26,58,44.8,13,19,68.4,8,21,29,7,18,20,11,5,1,1,67,2012/2013
MKS Dąbrowa Górnicza II,2012-12-02 18:00:00,Siedlecki Klub Koszykówki Siedlce,D,96:66,W,96,27,43,62.8,13,24,54.2,40,67,59.7,3,10,30.0,9,23,32,26,16,15,10,5,3,0,118,2012/2013
MKS Dąbrowa Górnicza II,2012-12-05 18:00:00,NETO PTG Sokół Łańcut,W,82:89,W,89,22,36,61.1,7,20,35.0,29,56,51.8,24,28,85.7,12,22,34,9,21,25,18,5,2,2,90,2012/2013
MKS Dąbrowa Górnicza II,2012-12-08 18:00:00,BUDIMPEX-POLONIA Przemyśl,W,69:82,W,82,23,42,54.8,6,27,22.2,29,69,42.0,18,22,81.8,12,27,39,15,19,20,8,7,3,1,94,2012/2013
MKS Dąbrowa Górnicza II,2012-12-14 19:00:00,MKS Znicz Basket Pruszków,W,59:66,W,66,18,46,39.1,1,14,7.1,19,60,31.7,27,40,67.5,13,26,39,5,17,28,17,10,4,4,53,2012/2013
MKS Dąbrowa Górnicza II,2012-12-19 19:00:00,UMKS Kielce,W,81:86,W,86,28,45,62.2,4,17,23.5,32,62,51.6,18,28,64.3,8,29,37,18,17,24,17,7,0,6,91,2012/2013
MKS Dąbrowa Górnicza II,2013-01-05 17:30:00,AZS WSGK POLFARMEX Kutno,W,75:73,P,73,25,46,54.3,5,20,25.0,30,66,45.5,8,17,47.1,7,18,25,13,20,25,11,4,1,1,60,2012/2013
MKS Dąbrowa Górnicza II,2013-01-09 18:00:00,AZS Politechnika Poznań,D,94:66,W,94,34,56,60.7,5,20,25.0,39,76,51.3,11,17,64.7,13,25,38,19,12,16,17,13,3,0,107,2012/2013
MKS Dąbrowa Górnicza II,2013-01-13 18:30:00,Polski Cukier SIDEn Toruń,W,75:68,P,68,20,47,42.6,6,24,25.0,26,71,36.6,10,13,76.9,10,27,37,10,20,16,8,3,5,3,67,2012/2013
MKS Dąbrowa Górnicza II,2013-01-19 17:00:00,AZS Radex Szczecin,D,84:77,W,84,26,50,52.0,5,20,25.0,31,70,44.3,17,27,63.0,10,34,44,17,17,26,12,7,5,0,96,2012/2013
MKS Dąbrowa Górnicza II,2013-01-27 18:00:00,PBS BANK EFIR ENERGY MOSiR Krosno,W,97:75,P,75,21,39,53.8,5,17,29.4,26,56,46.4,18,33,54.5,9,15,24,16,19,26,11,4,4,3,67,2012/2013
MKS Dąbrowa Górnicza II,2013-01-30 18:00:00,KS Spójnia Stargard Szczeciński,D,70:72,P,70,12,26,46.2,8,26,30.8,20,52,38.5,22,23,95.7,5,26,31,11,23,22,15,3,2,0,69,2012/2013
MKS Dąbrowa Górnicza II,2013-02-03 17:00:00,Franz Astoria Bydgoszcz,W,104:110,W,110,31,53,58.5,7,21,33.3,38,74,51.4,27,41,65.9,12,23,35,17,28,31,10,11,2,3,115,2012/2013
MKS Dąbrowa Górnicza II,2013-02-13 19:00:00,WKS Śląsk Wrocław,D,78:87,P,78,22,41,53.7,4,19,21.1,26,60,43.3,22,30,73.3,14,24,38,15,21,21,18,4,4,0,79,2012/2013
MKS Dąbrowa Górnicza II,2013-02-16 18:30:00,BM SLAM STAL Ostrów Wielkopolski,W,95:91,P,91,31,43,72.1,4,20,20.0,35,63,55.6,17,23,73.9,6,26,32,12,24,25,17,5,0,2,89,2012/2013
MKS Dąbrowa Górnicza II,2013-02-23 18:00:00,WIKANA START SA Lublin,D,84:83,W,84,20,37,54.1,11,33,33.3,31,70,44.3,11,17,64.7,15,17,32,18,20,19,10,4,7,0,90,2012/2013
MKS Dąbrowa Górnicza II,2013-03-02 19:00:00,Siedlecki Klub Koszykówki Siedlce,W,65:69,W,69,21,49,42.9,6,16,37.5,27,65,41.5,9,16,56.3,6,24,30,15,15,20,8,9,3,3,73,2012/2013
MKS Dąbrowa Górnicza II,2013-03-06 18:00:00,NETO PTG Sokół Łańcut,D,72:64,W,72,24,43,55.8,6,17,35.3,30,60,50.0,6,13,46.2,6,25,31,17,23,20,16,6,4,0,77,2012/2013
MKS Dąbrowa Górnicza II,2013-03-09 18:00:00,BUDIMPEX-POLONIA Przemyśl,D,72:64,W,72,19,45,42.2,9,21,42.9,28,66,42.4,7,8,87.5,15,23,38,16,21,15,14,6,4,3,83,2012/2013
MKS Dąbrowa Górnicza II,2013-03-20 18:00:00,MKS Znicz Basket Pruszków,D,93:77,W,93,19,41,46.3,13,26,50.0,32,67,47.8,16,24,66.7,11,25,36,19,22,21,12,10,2,1,105,2012/2013
MKS Dąbrowa Górnicza II,2013-03-23 18:00:00,UMKS Kielce,D,90:74,W,90,20,32,62.5,10,26,38.5,30,58,51.7,20,29,69.0,13,33,46,18,25,25,19,11,1,0,110,2012/2013
MKS Dąbrowa Górnicza II,2013-04-07 18:00:00,PBS BANK EFIR ENERGY MOSiR Krosno,D,83:81,W,83,21,41,51.2,9,23,39.1,30,64,46.9,14,25,56.0,13,22,35,20,18,25,10,8,1,3,92,2012/2013
MKS Dąbrowa Górnicza II,2013-04-08 18:00:00,PBS BANK EFIR ENERGY MOSiR Krosno,D,84:89,P,84,26,40,65.0,6,21,28.6,32,61,52.5,14,22,63.6,10,24,34,19,23,26,17,5,6,2,94,2012/2013
MKS Dąbrowa Górnicza II,2013-04-13 18:00:00,PBS BANK EFIR ENERGY MOSiR Krosno,W,75:62,P,62,15,35,42.9,5,24,20.8,20,59,33.9,17,28,60.7,12,24,36,11,24,26,17,7,3,1,52,2012/2013
MKS Dąbrowa Górnicza II,2013-04-14 18:00:00,PBS BANK EFIR ENERGY MOSiR Krosno,W,57:83,W,83,19,36,52.8,12,28,42.9,31,64,48.4,9,12,75.0,5,24,29,14,21,19,8,5,2,4,89,2012/2013
MKS Dąbrowa Górnicza II,2013-04-17 18:00:00,PBS BANK EFIR ENERGY MOSiR Krosno,D,72:89,P,72,20,48,41.7,9,24,37.5,29,72,40.3,5,11,45.5,12,26,38,17,29,19,13,3,4,4,72,2012/2013
AZS Politechnika Poznań,2012-09-30 18:00:00,NETO PTG Sokół Łańcut,W,83:76,P,76,16,41,39.0,10,23,43.5,26,64,40.6,14,21,66.7,10,24,34,11,27,19,17,4,1,0,64,2012/2013
AZS Politechnika Poznań,2012-10-03 17:00:00,MKS Dąbrowa Górnicza II,D,64:71,P,64,23,57,40.4,3,18,16.7,26,75,34.7,9,17,52.9,14,30,44,12,29,18,22,8,4,0,53,2012/2013
AZS Politechnika Poznań,2012-10-07 19:00:00,MKS Znicz Basket Pruszków,W,67:57,P,57,20,57,35.1,4,15,26.7,24,72,33.3,5,14,35.7,18,18,36,12,21,18,16,11,3,0,46,2012/2013
AZS Politechnika Poznań,2012-10-14 17:00:00,UMKS Kielce,D,65:73,P,65,15,41,36.6,9,31,29.0,24,72,33.3,8,18,44.4,20,22,42,12,27,19,16,8,2,0,55,2012/2013
AZS Politechnika Poznań,2012-10-20 17:30:00,AZS WSGK POLFARMEX Kutno,W,81:67,P,67,21,50,42.0,3,13,23.1,24,63,38.1,16,25,64.0,8,20,28,14,19,19,18,8,1,6,52,2012/2013
AZS Politechnika Poznań,2012-10-27 18:00:00,BUDIMPEX-POLONIA Przemyśl,W,92:76,P,76,28,53,52.8,5,18,27.8,33,71,46.5,5,9,55.6,8,14,22,11,27,16,15,12,2,7,66,2012/2013
AZS Politechnika Poznań,2012-11-03 19:30:00,Polski Cukier SIDEn Toruń,D,73:60,W,73,21,41,51.2,6,25,24.0,27,66,40.9,13,15,86.7,14,26,40,15,26,15,15,6,2,2,80,2012/2013
AZS Politechnika Poznań,2012-11-10 20:00:00,AZS Radex Szczecin,W,70:63,P,63,26,53,49.1,2,14,14.3,28,67,41.8,5,10,50.0,7,19,26,18,17,13,9,8,2,4,64,2012/2013
AZS Politechnika Poznań,2012-11-17 19:30:00,PBS BANK EFIR ENERGY MOSiR Krosno,D,67:85,P,67,19,47,40.4,5,19,26.3,24,66,36.4,14,18,77.8,11,20,31,18,20,24,20,10,3,0,63,2012/2013
AZS Politechnika Poznań,2012-11-24 17:00:00,KS Spójnia Stargard Szczeciński,W,97:79,P,79,26,50,52.0,7,21,33.3,33,71,46.5,6,10,60.0,10,16,26,21,19,12,14,14,1,1,85,2012/2013
AZS Politechnika Poznań,2012-12-01 19:30:00,Franz Astoria Bydgoszcz,D,81:98,P,81,29,67,43.3,3,18,16.7,32,85,37.6,14,21,66.7,17,23,40,18,37,19,25,15,5,9,74,2012/2013
AZS Politechnika Poznań,2012-12-05 19:15:00,WKS Śląsk Wrocław,W,107:61,P,61,20,54,37.0,3,11,27.3,23,65,35.4,12,19,63.2,7,19,26,6,34,20,15,9,3,2,41,2012/2013
AZS Politechnika Poznań,2012-12-08 18:00:00,BM SLAM STAL Ostrów Wielkopolski,D,72:104,P,72,18,47,38.3,7,23,30.4,25,70,35.7,15,25,60.0,11,15,26,17,25,17,18,16,7,3,65,2012/2013
AZS Politechnika Poznań,2012-12-15 18:00:00,WIKANA START SA Lublin,W,95:62,P,62,17,44,38.6,7,30,23.3,24,74,32.4,7,11,63.6,13,20,33,14,18,17,17,7,4,1,49,2012/2013
AZS Politechnika Poznań,2012-12-19 17:00:00,Siedlecki Klub Koszykówki Siedlce,D,77:74,W,77,24,55,43.6,7,24,29.2,31,79,39.2,8,12,66.7,17,25,42,20,23,18,11,9,5,3,90,2012/2013
AZS Politechnika Poznań,2013-01-06 18:00:00,NETO PTG Sokół Łańcut,D,51:66,P,51,17,43,39.5,3,16,18.8,20,59,33.9,8,10,80.0,14,29,43,20,28,17,21,14,2,3,68,2012/2013
AZS Politechnika Poznań,2013-01-09 18:00:00,MKS Dąbrowa Górnicza II,W,94:66,P,66,22,52,42.3,3,13,23.1,25,65,38.5,13,13,100.0,11,20,31,14,16,12,25,5,4,0,55,2012/2013
AZS Politechnika Poznań,2013-01-13 17:00:00,MKS Znicz Basket Pruszków,D,61:55,W,61,20,45,44.4,4,21,19.0,24,66,36.4,9,13,69.2,17,25,42,15,21,17,12,10,5,1,75,2012/2013
AZS Politechnika Poznań,2013-01-19 17:15:00,UMKS Kielce,W,82:76,P,76,25,48,52.1,6,22,27.3,31,70,44.3,8,10,80.0,7,19,26,19,24,17,10,9,4,3,83,2012/2013
AZS Politechnika Poznań,2013-01-30 17:30:00,BUDIMPEX-POLONIA Przemyśl,D,56:58,P,56,23,56,41.1,2,13,15.4,25,69,36.2,4,8,50.0,13,22,35,12,19,17,8,6,4,2,57,2012/2013
AZS Politechnika Poznań,2013-02-03 18:30:00,Polski Cukier SIDEn Toruń,W,77:68,P,68,16,48,33.3,9,17,52.9,25,65,38.5,9,11,81.8,9,22,31,13,20,13,20,6,4,8,60,2012/2013
AZS Politechnika Poznań,2013-02-10 17:30:00,AZS Radex Szczecin,D,58:62,P,58,18,44,40.9,3,10,30.0,21,54,38.9,13,17,76.5,9,26,35,13,22,18,15,5,3,2,62,2012/2013
AZS Politechnika Poznań,2013-02-16 18:00:00,PBS BANK EFIR ENERGY MOSiR Krosno,W,75:78,W,78,19,43,44.2,11,24,45.8,30,67,44.8,7,18,38.9,14,25,39,16,25,21,16,8,2,1,79,2012/2013
AZS Politechnika Poznań,2013-02-23 19:30:00,KS Spójnia Stargard Szczeciński,D,68:59,W,68,21,48,43.8,4,17,23.5,25,65,38.5,14,21,66.7,15,28,43,11,29,23,14,8,3,1,72,2012/2013
AZS Politechnika Poznań,2013-03-02 18:00:00,Franz Astoria Bydgoszcz,W,88:69,P,69,26,59,44.1,2,16,12.5,28,75,37.3,11,19,57.9,23,14,37,12,22,23,17,12,0,4,58,2012/2013
AZS Politechnika Poznań,2013-03-06 17:30:00,WKS Śląsk Wrocław,D,72:51,W,72,27,53,50.9,3,14,21.4,30,67,44.8,9,12,75.0,13,29,42,22,19,14,16,15,2,4,97,2012/2013
AZS Politechnika Poznań,2013-03-10 18:30:00,BM SLAM STAL Ostrów Wielkopolski,W,69:77,W,77,19,42,45.2,8,21,38.1,27,63,42.9,15,25,60.0,10,22,32,16,23,23,17,10,2,4,74,2012/2013
AZS Politechnika Poznań,2013-03-13 17:30:00,AZS WSGK POLFARMEX Kutno,D,68:61,W,68,26,38,68.4,3,14,21.4,29,52,55.8,7,16,43.8,9,34,43,23,19,17,18,5,1,0,90,2012/2013
AZS Politechnika Poznań,2013-03-17 18:30:00,WIKANA START SA Lublin,D,71:86,P,71,23,43,53.5,6,22,27.3,29,65,44.6,7,15,46.7,15,20,35,16,20,19,15,7,4,2,74,2012/2013
AZS Politechnika Poznań,2013-03-24 18:00:00,Siedlecki Klub Koszykówki Siedlce,W,68:94,W,94,32,53,60.4,7,17,41.2,39,70,55.7,9,14,64.3,11,24,35,20,18,14,11,15,0,3,117,2012/2013
AZS Politechnika Poznań,2013-04-06 20:00:00,Franz Astoria Bydgoszcz,W,72:68,P,68,27,66,40.9,2,15,13.3,29,81,35.8,8,13,61.5,19,23,42,13,24,18,13,9,5,3,67,2012/2013
AZS Politechnika Poznań,2013-04-07 18:00:00,Franz Astoria Bydgoszcz,W,59:60,W,60,22,44,50.0,3,16,18.8,25,60,41.7,7,12,58.3,12,21,33,10,27,23,19,10,6,2,60,2012/2013
AZS Politechnika Poznań,2013-04-13 20:30:00,Franz Astoria Bydgoszcz,D,77:66,W,77,28,45,62.2,1,11,9.1,29,56,51.8,18,22,81.8,12,34,46,19,25,22,21,16,7,0,113,2012/2013
AZS Politechnika Poznań,2013-04-14 20:00:00,Franz Astoria Bydgoszcz,D,74:73,W,74,26,70,37.1,5,13,38.5,31,83,37.3,7,11,63.6,13,33,46,21,24,14,13,12,4,3,88,2012/2013
AZS Radex Szczecin,2012-09-29 18:00:00,WIKANA START SA Lublin,D,74:85,P,68,23,37,62.2,4,19,21.1,27,56,48.2,10,11,90.9,12,18,30,17,21,16,15,3,2,0,75,2012/2013
AZS Radex Szczecin,2012-10-03 18:00:00,Siedlecki Klub Koszykówki Siedlce,D,58:67,P,58,18,35,51.4,3,16,18.8,21,51,41.2,13,18,72.2,8,22,30,15,24,24,14,5,3,0,62,2012/2013
AZS Radex Szczecin,2012-10-06 15:00:00,NETO PTG Sokół Łańcut,W,70:67,P,67,20,42,47.6,4,21,19.0,24,63,38.1,15,24,62.5,9,20,29,16,27,22,15,7,3,0,59,2012/2013
AZS Radex Szczecin,2012-10-13 20:00:00,MKS Dąbrowa Górnicza II,D,70:65,W,70,21,44,47.7,3,12,25.0,24,56,42.9,19,22,86.4,7,23,30,14,19,24,11,13,1,0,82,2012/2013
AZS Radex Szczecin,2012-10-21 17:00:00,MKS Znicz Basket Pruszków,W,74:63,P,63,16,37,43.2,7,19,36.8,23,56,41.1,10,16,62.5,11,25,36,8,26,19,21,8,1,0,56,2012/2013
AZS Radex Szczecin,2012-10-27 18:00:00,UMKS Kielce,D,82:74,W,82,20,41,48.8,9,25,36.0,29,66,43.9,15,16,93.8,10,17,27,23,22,23,12,8,1,0,91,2012/2013
AZS Radex Szczecin,2012-11-03 17:30:00,AZS WSGK POLFARMEX Kutno,W,67:36,P,36,12,30,40.0,0,11,0.0,12,41,29.3,12,22,54.5,6,15,21,3,21,25,22,9,3,3,11,2012/2013
AZS Radex Szczecin,2012-11-10 20:00:00,AZS Politechnika Poznań,D,70:63,W,70,23,41,56.1,6,23,26.1,29,64,45.3,6,8,75.0,10,24,34,16,13,17,11,4,5,2,81,2012/2013
AZS Radex Szczecin,2012-11-17 18:30:00,Polski Cukier SIDEn Toruń,W,72:79,W,79,20,45,44.4,7,16,43.8,27,61,44.3,18,25,72.0,15,20,35,10,23,28,16,8,1,3,76,2012/2013
AZS Radex Szczecin,2012-11-25 14:30:00,BUDIMPEX-POLONIA Przemyśl,W,75:93,W,93,28,50,56.0,8,16,50.0,36,66,54.5,13,14,92.9,11,21,32,13,19,14,9,7,1,5,106,2012/2013
AZS Radex Szczecin,2012-12-02 20:00:00,PBS BANK EFIR ENERGY MOSiR Krosno,D,76:78,P,76,26,49,53.1,5,16,31.3,31,65,47.7,9,11,81.8,9,22,31,14,20,18,10,6,2,1,83,2012/2013
AZS Radex Szczecin,2012-12-05 18:00:00,KS Spójnia Stargard Szczeciński,W,74:61,P,61,15,41,36.6,5,12,41.7,20,53,37.7,16,17,94.1,4,26,30,10,22,21,16,7,4,2,62,2012/2013
AZS Radex Szczecin,2012-12-08 16:00:00,Franz Astoria Bydgoszcz,D,93:88,W,93,22,45,48.9,7,19,36.8,29,64,45.3,28,42,66.7,12,21,33,18,21,28,15,12,7,1,99,2012/2013
AZS Radex Szczecin,2012-12-16 14:00:00,WKS Śląsk Wrocław,W,77:57,P,57,18,47,38.3,4,9,44.4,22,56,39.3,9,13,69.2,7,14,21,8,24,17,7,7,1,1,49,2012/2013
AZS Radex Szczecin,2012-12-19 18:00:00,BM SLAM STAL Ostrów Wielkopolski,D,75:95,P,75,23,40,57.5,7,22,31.8,30,62,48.4,8,9,88.9,8,20,28,21,24,15,19,4,4,4,80,2012/2013
AZS Radex Szczecin,2013-01-06 18:00:00,WIKANA START SA Lublin,W,84:82,P,82,26,43,60.5,8,23,34.8,34,66,51.5,6,13,46.2,12,16,28,15,22,14,7,5,4,1,88,2012/2013
AZS Radex Szczecin,2013-01-09 18:00:00,Siedlecki Klub Koszykówki Siedlce,W,68:77,W,77,25,42,59.5,4,19,21.1,29,61,47.5,15,21,71.4,7,23,30,10,18,20,4,6,2,2,83,2012/2013
AZS Radex Szczecin,2013-01-13 18:30:00,NETO PTG Sokół Łańcut,D,82:61,W,82,30,49,61.2,4,11,36.4,34,60,56.7,10,16,62.5,9,28,37,20,25,19,14,7,4,3,104,2012/2013
AZS Radex Szczecin,2013-01-19 17:00:00,MKS Dąbrowa Górnicza II,W,84:77,P,77,25,58,43.1,5,18,27.8,30,76,39.5,12,16,75.0,10,28,38,8,26,16,10,4,2,0,69,2012/2013
AZS Radex Szczecin,2013-01-26 19:30:00,MKS Znicz Basket Pruszków,D,81:92,P,81,18,41,43.9,7,26,26.9,25,67,37.3,24,27,88.9,9,24,33,19,29,24,15,11,1,1,85,2012/2013
AZS Radex Szczecin,2013-01-30 19:45:00,UMKS Kielce,W,66:84,W,84,28,44,63.6,5,13,38.5,33,57,57.9,13,16,81.3,9,25,34,18,15,18,8,8,1,2,110,2012/2013
