GKS Tychy,40,78.0,22.9,40.8,56.0,6.3,19.9,31.7,29.2,60.7,48.0,13.4,18.8,71.5,9.53,22.40,31.93,14.8,19.60,18.68,13.5,9.55,3.25,1.33,87.1,,Sezon 2008/2009,GKS Tychy
Przeciwnicy,40,73.3,19.9,40.7,49.0,6.2,19.5,31.8,26.1,60.1,43.4,14.9,21.0,71.0,9.83,21.18,31.00,11.7,19.10,19.48,14.2,8.90,1.40,3.15,72.0,,Sezon 2008/2009,GKS Tychy
Asseco Prokom 2 Gdynia,33,72.4,17.5,35.3,49.5,8.0,26.0,30.8,25.5,61.3,41.6,13.4,20.5,65.4,10.58,22.27,32.85,10.6,19.85,19.30,18.4,9.45,2.76,2.03,66.8,,Sezon 2008/2009,Asseco Prokom 2 Gdynia
Przeciwnicy,33,80.0,22.8,42.4,53.8,7.3,22.3,32.8,30.1,64.7,46.6,12.5,18.3,68.3,10.61,23.85,34.45,15.7,20.30,19.15,15.6,12.52,2.15,2.67,88.9,,Sezon 2008/2009,Asseco Prokom 2 Gdynia
PTG Sokół Łańcut,30,65.9,17.9,35.8,50.0,5.6,20.0,28.2,23.5,55.8,42.1,13.2,18.4,71.4,8.67,23.73,32.40,12.4,18.23,20.23,16.6,8.73,3.27,2.50,68.6,,Sezon 2008/2009,PTG Sokół Łańcut
Przeciwnicy,30,69.3,18.2,38.2,47.6,7.3,23.7,30.7,25.4,61.8,41.1,11.2,16.7,67.1,10.67,21.47,32.13,12.5,20.47,17.97,12.9,11.60,2.77,3.00,73.5,,Sezon 2008/2009,PTG Sokół Łańcut
Resovia Rzeszów,32,61.1,16.2,36.0,44.9,5.4,20.3,26.6,21.6,56.3,38.3,12.6,20.3,61.9,8.91,17.28,26.19,11.3,20.09,20.63,15.2,11.13,1.91,1.78,54.0,,Sezon 2008/2009,Resovia Rzeszów
Przeciwnicy,32,81.2,23.5,39.4,59.8,6.7,18.0,37.0,30.2,57.4,52.6,14.2,20.2,70.0,9.75,26.25,36.00,18.3,20.94,19.72,16.8,9.97,3.41,0.63,98.8,,Sezon 2008/2009,Resovia Rzeszów
AZS PWSZ Kalisz,34,64.4,16.5,35.1,47.0,6.9,21.9,31.3,23.4,57.0,40.9,10.9,15.6,69.7,6.44,20.79,27.24,11.4,19.85,18.53,12.6,9.38,2.03,2.29,63.5,,Sezon 2008/2009,AZS PWSZ Kalisz
Przeciwnicy,34,73.3,19.2,36.7,52.2,7.2,21.7,33.4,26.4,58.4,45.2,13.3,19.3,68.9,9.24,24.94,34.18,12.7,18.71,19.21,13.8,8.24,2.50,1.74,79.2,,Sezon 2008/2009,AZS PWSZ Kalisz
Żubry Białystok,33,73.1,18.2,36.2,50.4,7.0,23.0,30.3,25.2,59.2,42.6,15.7,22.6,69.5,9.58,21.21,30.79,12.0,19.88,21.18,15.4,9.15,3.97,2.67,72.8,,Sezon 2008/2009,Żubry Białystok
Przeciwnicy,33,72.5,19.6,41.1,47.7,6.8,20.2,33.8,26.4,61.3,43.1,12.8,17.8,71.8,10.30,22.39,32.70,13.4,21.61,19.39,16.7,10.15,2.85,3.61,74.9,,Sezon 2008/2009,Żubry Białystok
ŁKS Łódź,35,78.5,21.8,41.5,52.4,6.1,18.1,34.0,27.9,59.6,46.9,16.5,23.2,71.2,9.80,25.14,34.94,14.0,22.66,20.54,14.6,8.26,1.51,2.91,84.2,,Sezon 2008/2009,ŁKS Łódź
Przeciwnicy,35,74.1,17.5,36.5,47.8,7.9,23.5,33.4,25.3,60.1,42.1,15.6,21.7,71.6,8.00,19.94,27.94,13.6,21.09,22.06,13.1,9.09,3.31,1.26,74.0,,Sezon 2008/2009,ŁKS Łódź
KS AZS AWF Katowice,34,69.1,17.2,36.1,47.5,7.7,23.7,32.7,24.9,59.8,41.6,11.6,17.6,65.6,8.97,17.21,26.18,11.2,19.47,18.29,13.1,10.03,2.26,2.71,64.7,,Sezon 2008/2009,KS AZS AWF Katowice
Przeciwnicy,34,75.5,22.0,38.7,56.8,5.9,17.6,33.3,27.9,56.3,49.5,13.9,19.2,72.5,9.09,22.79,31.88,14.2,19.65,18.62,15.6,7.88,3.18,1.62,83.4,,Sezon 2008/2009,KS AZS AWF Katowice
Znicz Basket Pruszków,35,74.4,20.0,38.8,51.6,6.4,19.9,32.2,26.5,58.7,45.0,15.1,20.8,72.6,8.91,21.37,30.29,11.5,23.34,21.11,15.5,8.94,2.20,2.34,73.9,,Sezon 2008/2009,Znicz Basket Pruszków
Przeciwnicy,35,76.4,18.9,36.2,52.3,6.9,22.0,31.3,25.8,58.2,44.4,17.8,25.7,69.3,10.40,21.89,32.29,13.1,21.40,22.86,14.5,10.49,2.57,2.00,80.1,,Sezon 2008/2009,Znicz Basket Pruszków
Miasto Szkła Krosno,35,75.8,21.7,41.3,52.5,6.2,19.8,31.1,27.8,61.1,45.5,14.0,19.4,72.0,8.80,22.69,31.49,14.3,22.20,18.83,13.3,10.57,2.11,2.69,82.3,,Sezon 2008/2009,Miasto Szkła Krosno
Przeciwnicy,35,71.5,17.9,36.2,49.5,6.9,22.0,31.3,24.8,58.2,42.6,15.0,22.3,67.4,9.23,22.40,31.63,11.7,20.00,20.94,14.6,8.57,2.86,1.97,71.0,,Sezon 2008/2009,Miasto Szkła Krosno
KS Sudety Jelenia Góra,33,71.9,20.3,38.2,53.3,5.5,16.5,33.2,25.8,54.7,47.2,14.8,20.3,72.8,8.00,22.27,30.27,12.6,20.45,19.94,13.8,8.67,2.30,1.36,77.6,,Sezon 2008/2009,KS Sudety Jelenia Góra
Przeciwnicy,33,70.7,18.2,34.8,52.2,7.0,21.1,33.2,25.2,55.9,45.0,13.4,19.4,69.2,8.36,19.67,28.03,12.1,20.30,19.48,12.2,9.06,2.64,1.00,73.7,,Sezon 2008/2009,KS Sudety Jelenia Góra
MKS Dąbrowa Górnicza II,30,72.5,19.4,38.4,50.5,6.6,19.0,34.6,26.0,57.4,45.2,14.0,20.4,68.9,8.30,22.13,30.43,13.1,20.10,20.03,15.9,9.67,3.33,2.57,75.4,,Sezon 2008/2009,MKS Dąbrowa Górnicza
Przeciwnicy,30,68.7,18.3,37.6,48.6,6.4,20.4,31.2,24.7,58.1,42.5,13.0,19.6,66.5,9.30,20.97,30.27,11.4,20.30,19.90,15.6,10.23,2.97,3.13,68.1,,Sezon 2008/2009,MKS Dąbrowa Górnicza
Polonia 2011 Warszawa,39,83.6,22.0,42.3,52.1,8.1,24.6,32.8,30.1,66.9,45.0,15.4,21.2,72.4,12.56,25.23,37.79,15.9,22.69,20.51,17.4,11.62,3.56,2.10,92.4,,Sezon 2008/2009,Polonia 2011 Warszawa
Przeciwnicy,39,74.5,18.4,38.7,47.6,7.3,23.4,31.0,25.7,62.2,41.3,15.9,23.3,68.4,9.49,21.77,31.26,13.2,20.95,22.46,17.0,11.44,2.26,3.44,71.9,,Sezon 2008/2009,Polonia 2011 Warszawa
Siarka Tarnobrzeg,33,74.5,18.9,38.5,48.9,6.6,20.4,32.4,25.5,58.9,43.2,17.0,25.2,67.6,11.33,21.58,32.91,14.6,22.61,23.70,15.9,11.52,3.30,2.58,79.3,,Sezon 2008/2009,Siarka Tarnobrzeg
Przeciwnicy,33,71.4,20.3,38.2,53.2,5.6,20.2,28.0,26.0,58.4,44.5,13.8,20.5,67.6,8.82,21.73,30.55,11.9,24.30,22.33,17.8,9.76,2.73,3.18,69.5,,Sezon 2008/2009,Siarka Tarnobrzeg
ZKS Stal Stalowa Wola,42,73.5,19.4,38.1,50.9,6.9,20.6,33.3,26.3,58.8,44.7,14.1,20.2,69.8,9.67,22.88,32.55,12.5,18.67,20.86,14.1,9.86,3.10,2.29,78.7,,Sezon 2008/2009,Stal Stalowa Wola
Przeciwnicy,42,69.6,18.8,38.4,48.9,6.4,21.0,30.5,25.2,59.3,42.4,12.8,17.7,72.3,9.12,21.52,30.64,11.6,21.00,18.33,14.4,9.33,2.50,2.88,70.1,,Sezon 2008/2009,Stal Stalowa Wola
Enea Zastal BC Zielona Góra,36,75.0,18.7,35.8,52.2,8.1,21.9,37.1,26.8,57.7,46.5,13.3,20.5,64.7,9.39,23.92,33.31,14.4,21.25,20.97,14.2,10.42,1.81,2.89,82.6,,Sezon 2008/2009,Zastal Intermarche Zielona Góra
Przeciwnicy,36,66.9,17.0,36.0,47.3,6.3,19.6,31.9,23.3,55.6,41.9,14.1,21.3,65.9,8.19,20.86,29.06,11.3,21.25,21.00,14.4,10.39,3.03,1.39,66.6,,Sezon 2008/2009,Zastal Intermarche Zielona Góra
PTG Sokół Łańcut,38,77.3,20.6,39.6,52.0,7.1,20.9,33.8,27.7,60.5,45.7,14.9,20.1,74.2,10.08,21.34,31.42,15.3,18.97,17.92,12.5,11.00,2.13,1.45,86.6,,Sezon 2007/2008,PTG Sokół Łańcut
Przeciwnicy,38,69.5,17.5,35.6,49.0,6.8,21.6,31.5,24.3,57.2,42.4,14.2,19.6,72.5,9.95,20.97,30.92,12.7,20.68,16.34,15.3,8.03,2.08,1.53,69.6,,Sezon 2007/2008,PTG Sokół Łańcut
Żubry Białystok,30,75.0,19.2,38.8,49.4,7.5,23.3,32.1,26.7,62.1,42.9,14.2,23.7,59.9,11.17,20.93,32.10,14.1,20.57,20.10,12.6,8.70,2.70,2.20,75.1,,Sezon 2007/2008,Żubry Białystok
Przeciwnicy,30,75.5,18.9,37.1,50.9,8.2,23.6,34.7,27.1,60.7,44.6,13.2,18.8,69.9,9.60,23.60,33.20,12.2,21.60,18.90,14.3,8.30,2.87,2.20,78.5,,Sezon 2007/2008,Żubry Białystok
PBG Basket Poznań,35,80.9,22.0,40.8,54.0,6.9,20.4,33.7,28.9,61.2,47.2,16.2,23.5,68.8,11.00,25.91,36.91,15.4,22.03,20.29,16.1,8.54,2.37,1.74,88.4,,Sezon 2007/2008,PBG Basket Poznań
Przeciwnicy,35,75.6,17.1,37.0,46.3,8.5,28.1,30.4,25.7,65.1,39.4,15.7,21.8,72.2,10.63,19.49,30.11,13.4,21.97,20.20,12.6,10.46,2.51,1.69,73.9,,Sezon 2007/2008,PBG Basket Poznań
Resovia Rzeszów,34,73.5,18.8,36.1,52.0,6.7,21.3,31.3,25.5,57.4,44.3,15.9,22.5,70.4,9.91,22.09,32.00,16.2,20.68,21.12,16.0,10.76,3.24,1.53,81.0,,Sezon 2007/2008,Resovia Rzeszów
Przeciwnicy,34,71.7,18.3,36.6,50.1,7.0,22.5,31.0,25.3,59.1,42.8,14.1,20.2,69.8,9.94,21.38,31.32,13.9,22.50,19.09,15.7,10.59,3.06,1.21,75.1,,Sezon 2007/2008,Resovia Rzeszów
MKKS Rybnik,30,77.7,19.5,37.3,52.4,8.4,24.4,34.5,27.9,61.6,45.3,13.4,19.7,68.2,6.93,19.27,26.20,14.9,23.33,18.97,12.6,11.47,1.13,2.00,78.8,,Sezon 2007/2008,MKKS Rybnik
Przeciwnicy,30,83.1,22.0,37.5,58.8,7.0,21.5,32.4,29.0,59.0,49.2,18.1,26.2,69.2,9.67,26.20,35.87,14.5,22.03,19.57,16.2,8.40,2.67,0.53,90.2,,Sezon 2007/2008,MKKS Rybnik
Tarnovia Tarnowo Podgórne,35,71.3,18.4,40.4,45.6,7.4,21.9,33.6,25.8,62.3,41.4,12.3,18.5,66.5,9.86,19.74,29.60,10.1,21.49,14.66,13.6,8.09,2.26,2.66,65.0,,Sezon 2007/2008,Tarnovia Tarnowo Podgórne
Przeciwnicy,35,82.7,23.5,42.7,55.2,6.5,17.7,36.6,30.0,60.4,49.7,16.1,23.4,68.9,10.03,24.31,34.34,14.3,19.57,15.60,13.1,9.43,2.94,2.00,92.9,,Sezon 2007/2008,Tarnovia Tarnowo Podgórne
MKS Start AZS Lublin,35,67.9,18.9,40.2,47.1,5.5,19.2,28.7,24.4,59.4,41.1,13.6,20.7,65.5,10.37,22.43,32.80,11.5,24.17,18.83,19.3,9.03,2.11,3.17,62.0,,Sezon 2007/2008,MKS Start AZS Lublin
Przeciwnicy,35,83.7,21.5,39.3,54.7,8.0,24.4,32.9,29.5,63.7,46.3,16.7,25.1,66.5,10.46,22.80,33.26,15.9,20.26,22.86,13.5,13.29,3.46,1.86,93.4,,Sezon 2007/2008,MKS Start AZS Lublin
GKS Tychy,34,74.3,20.8,39.0,53.4,6.5,19.7,33.1,27.3,58.6,46.6,13.2,18.4,71.8,9.53,22.09,31.62,12.4,17.88,17.50,13.5,8.47,3.56,1.56,80.3,,Sezon 2007/2008,GKS Tychy
Przeciwnicy,34,71.5,19.0,37.4,50.7,7.6,21.7,34.9,26.5,59.0,44.9,10.9,15.4,70.7,8.79,20.18,28.97,14.9,19.76,16.21,13.1,8.97,1.76,3.18,75.9,,Sezon 2007/2008,GKS Tychy
Asseco Prokom 2 Gdynia,30,71.3,18.9,36.8,51.2,7.5,24.7,30.3,26.4,61.6,42.8,11.1,17.2,64.2,9.30,22.63,31.93,11.0,22.73,17.17,18.1,10.10,4.00,2.40,68.8,,Sezon 2007/2008,Asseco Prokom 2 Gdynia
Przeciwnicy,30,81.4,20.8,42.0,49.5,8.2,22.4,36.6,29.0,64.4,45.0,15.2,23.6,64.6,11.47,23.40,34.87,15.2,18.87,20.57,15.5,11.70,2.63,3.77,86.5,,Sezon 2007/2008,Asseco Prokom 2 Gdynia
Znicz Basket Pruszków,35,76.4,18.3,36.1,50.8,8.0,23.1,34.8,26.4,59.2,44.5,15.7,21.5,72.7,7.89,22.43,30.31,12.8,22.51,20.11,15.7,9.43,2.29,1.97,76.8,,Sezon 2007/2008,Znicz Basket Pruszków
Przeciwnicy,35,77.2,19.3,39.9,48.5,7.5,20.8,35.9,26.8,60.7,44.2,16.1,23.7,68.0,10.14,23.06,33.20,13.4,22.66,20.26,15.1,10.49,2.29,2.17,80.0,,Sezon 2007/2008,Znicz Basket Pruszków
Polonia 2011 Warszawa,30,76.9,20.1,41.0,49.1,7.1,22.7,31.4,27.2,63.7,42.8,15.3,23.4,65.5,12.20,22.17,34.37,13.7,22.83,18.87,16.4,11.03,2.90,2.33,78.0,,Sezon 2007/2008,Polonia 2011 Warszawa
Przeciwnicy,30,74.9,19.7,38.1,51.7,6.8,21.2,32.0,26.4,59.2,44.6,15.3,22.4,68.3,9.60,22.70,32.30,13.5,22.07,20.07,17.3,11.23,2.73,2.37,77.4,,Sezon 2007/2008,Polonia 2011 Warszawa
Siarka Tarnobrzeg,35,76.4,19.0,37.9,50.1,7.1,22.7,31.3,26.1,60.6,43.1,17.1,25.3,67.6,10.74,20.06,30.80,12.4,21.77,21.97,13.3,10.23,2.37,2.14,76.2,,Sezon 2007/2008,Siarka Tarnobrzeg
Przeciwnicy,35,80.0,21.7,38.2,56.7,7.2,21.7,33.0,28.8,59.9,48.1,15.1,21.2,71.3,9.97,22.74,32.71,15.5,24.20,19.80,15.9,8.40,2.51,2.23,86.0,,Sezon 2007/2008,Siarka Tarnobrzeg
POLOmarket Sportino Inowrocław,40,70.8,16.5,34.3,48.0,7.9,22.6,35.0,24.4,56.9,42.8,14.2,21.1,67.2,9.85,22.13,31.98,13.9,20.40,18.30,12.4,10.98,2.08,2.25,77.9,,Sezon 2007/2008,Sportino Inowrocław
Przeciwnicy,40,63.0,16.2,34.3,47.3,5.7,17.8,31.8,21.9,52.0,42.0,13.7,19.8,68.9,7.15,21.60,28.75,11.7,20.93,18.38,14.7,8.40,2.60,1.60,63.5,,Sezon 2007/2008,Sportino Inowrocław
ZKS Stal Stalowa Wola,39,75.9,18.2,35.5,51.3,8.0,23.4,34.0,26.2,58.9,44.4,15.6,21.5,72.9,7.36,21.18,28.54,14.1,20.79,20.67,12.4,8.69,2.85,2.33,79.2,,Sezon 2007/2008,Stal Stalowa Wola
Przeciwnicy,39,77.1,20.7,40.4,51.2,7.2,20.4,35.2,27.9,60.8,45.8,14.1,19.8,71.3,9.56,24.31,33.87,12.9,21.77,19.79,13.1,8.28,2.92,2.41,83.3,,Sezon 2007/2008,Stal Stalowa Wola
Enea Zastal BC Zielona Góra,34,74.4,18.1,34.4,52.7,8.1,23.2,35.0,26.2,57.6,45.6,13.9,19.4,71.3,10.15,24.24,34.38,13.3,22.00,18.91,12.4,8.79,3.26,1.82,84.9,,Sezon 2007/2008,Wiecko Zastal Zielona Góra
Przeciwnicy,34,64.6,15.3,33.4,45.6,6.8,22.0,30.8,22.0,55.4,39.8,13.7,20.3,67.7,8.15,19.85,28.00,11.5,20.26,20.65,13.0,8.59,2.06,2.76,61.8,,Sezon 2007/2008,Wiecko Zastal Zielona Góra
Znicz Jarosław,42,81.6,21.7,38.6,56.1,7.6,20.1,37.6,29.2,58.8,49.8,15.6,20.3,76.6,8.76,23.55,32.31,16.2,18.71,18.29,13.7,8.29,2.43,1.83,92.9,,Sezon 2007/2008,Znicz Jarosław
Przeciwnicy,42,75.0,18.6,37.5,49.7,8.6,25.4,34.0,27.3,62.9,43.4,11.8,17.5,67.5,9.93,17.83,27.76,13.5,20.43,16.50,12.4,9.29,2.43,2.00,74.2,,Sezon 2007/2008,Znicz Jarosław
PTG Sokół Łańcut,26,73.1,18.8,38.4,49.0,6.6,20.2,32.5,25.4,58.6,43.3,15.8,21.5,73.3,9.19,20.81,30.00,15.5,21.31,,14.1,10.85,2.50,,78.9,,Sezon 2006/2007,PTG Sokół Łańcut
Przeciwnicy,26,73.6,18.7,36.4,51.4,6.9,20.9,32.9,25.6,57.3,44.7,15.5,21.6,71.9,9.31,22.77,32.08,14.6,21.62,,16.1,10.27,1.81,,78.5,,Sezon 2006/2007,PTG Sokół Łańcut
Tarnovia Tarnowo Podgórne,28,75.8,19.5,37.0,52.7,7.9,22.3,35.5,27.4,59.3,46.2,13.0,17.6,74.0,8.46,19.61,28.07,9.5,24.00,,12.5,7.68,1.18,,73.3,,Sezon 2006/2007,Tarnovia Tarnowo Podgórne
Przeciwnicy,28,78.9,22.6,41.0,55.2,5.0,14.2,35.2,27.6,55.2,50.1,18.6,25.0,74.4,7.39,21.07,28.46,11.4,19.71,,11.5,8.46,1.32,,83.1,,Sezon 2006/2007,Tarnovia Tarnowo Podgórne
PBG Basket Poznań,31,78.3,22.1,44.9,49.1,6.4,19.5,32.7,28.4,64.4,44.1,15.1,20.1,75.4,11.23,22.16,33.39,13.8,22.13,,15.0,9.32,1.97,,80.9,,Sezon 2006/2007,PBG Basket Poznań
Przeciwnicy,31,81.4,21.9,38.3,57.3,7.3,21.3,34.1,29.2,59.6,49.0,15.7,21.3,73.7,7.19,22.10,29.29,13.7,20.35,,14.5,9.71,2.58,,86.1,,Sezon 2006/2007,PBG Basket Poznań
Resovia Rzeszów,29,77.7,20.2,39.3,51.3,6.1,17.6,34.7,26.3,56.9,46.2,19.0,26.7,71.4,6.41,19.76,26.17,12.9,21.48,,15.4,10.66,3.14,,76.9,,Sezon 2006/2007,Resovia Rzeszów
Przeciwnicy,29,79.9,21.1,40.0,52.9,7.4,22.3,33.2,28.6,62.3,45.8,15.4,20.2,76.4,10.34,22.90,33.24,14.2,25.52,,15.1,10.17,2.17,,86.1,,Sezon 2006/2007,Resovia Rzeszów
Sportowiec Częstochowa,27,80.9,22.9,46.0,49.8,5.9,17.9,33.0,28.8,63.9,45.1,17.4,23.0,75.4,11.59,22.11,33.70,15.4,21.41,,14.5,11.81,1.85,,88.4,,Sezon 2006/2007,Sportowiec Częstochowa
Przeciwnicy,27,83.7,21.6,39.5,54.6,8.2,21.8,37.6,29.7,61.3,48.5,16.0,22.3,71.6,10.15,23.04,33.19,17.7,23.67,,15.3,10.52,3.11,,95.0,,Sezon 2006/2007,Sportowiec Częstochowa
MKS Start AZS Lublin,25,76.6,20.2,37.2,54.4,6.2,21.4,29.0,26.4,58.5,45.1,17.6,25.1,70.1,9.52,24.92,34.44,13.9,21.52,,17.2,9.44,1.84,,79.4,,Sezon 2006/2007,MKS Start AZS Lublin
Przeciwnicy,25,80.5,19.2,38.2,50.3,8.5,25.6,33.3,27.7,63.7,43.5,16.6,23.0,72.0,8.96,20.96,29.92,15.1,23.56,,15.1,12.88,2.48,,83.4,,Sezon 2006/2007,MKS Start AZS Lublin
Znicz Basket Pruszków,31,80.1,19.7,36.7,53.6,6.9,22.3,31.1,26.6,59.0,45.1,20.0,27.0,73.9,8.23,21.10,29.32,14.6,24.61,,16.7,9.97,2.29,,80.1,,Sezon 2006/2007,Znicz Basket Pruszków
Przeciwnicy,31,83.2,21.2,40.8,51.9,6.9,21.2,32.4,28.0,62.0,45.2,20.2,26.6,76.2,10.81,22.35,33.16,14.6,24.45,,15.6,11.06,2.29,,88.5,,Sezon 2006/2007,Znicz Basket Pruszków
MTS Basket Kwidzyn,37,81.1,23.4,43.0,54.5,5.7,17.6,32.1,29.1,60.6,48.0,17.3,22.8,76.1,8.54,21.78,30.32,14.4,23.27,,12.2,10.16,2.22,,89.0,,Sezon 2006/2007,Basket Kwidzyn
Przeciwnicy,37,73.1,19.2,36.2,53.1,6.1,19.7,30.9,25.3,55.9,45.3,16.4,22.8,71.8,7.35,20.76,28.11,11.4,21.30,,15.6,8.38,2.16,,70.6,,Sezon 2006/2007,Basket Kwidzyn
Victoria Górnik Wałbrzych,37,78.4,21.2,38.2,55.5,5.9,17.1,34.2,27.1,55.3,48.9,18.4,24.2,76.0,9.00,23.92,32.92,14.5,22.22,,17.4,10.51,2.41,,87.2,,Sezon 2006/2007,Górnik Wałbrzych
Przeciwnicy,37,74.8,18.0,34.6,51.9,7.5,23.8,31.5,25.4,58.4,43.6,16.5,23.1,71.3,7.14,18.16,25.30,14.3,23.68,,13.9,11.41,2.81,,75.2,,Sezon 2006/2007,Górnik Wałbrzych
Enea Zastal BC Zielona Góra,33,70.2,15.5,31.7,48.9,8.3,23.3,35.6,23.8,55.0,43.3,14.3,19.9,72.1,8.21,21.85,30.06,12.6,22.82,,13.3,10.45,2.27,,75.6,,Sezon 2006/2007,Grono Zielona Góra
Przeciwnicy,33,62.9,15.6,33.5,46.7,5.4,17.8,30.3,21.0,51.3,41.0,15.5,22.3,69.4,7.33,21.48,28.82,9.7,20.18,,14.5,9.27,2.03,,61.2,,Sezon 2006/2007,Grono Zielona Góra
Siarka Tarnobrzeg,30,79.3,20.0,37.9,52.8,7.7,21.8,35.2,27.7,59.7,46.4,16.3,22.5,72.3,9.20,19.80,29.00,14.5,21.33,,15.0,11.70,2.47,,83.8,,Sezon 2006/2007,Siarka Tarnobrzeg
Przeciwnicy,30,81.6,23.5,41.1,57.1,6.6,19.7,33.6,30.1,60.9,49.5,14.7,19.6,75.0,9.87,21.40,31.27,16.3,23.40,,17.1,10.43,2.73,,89.6,,Sezon 2006/2007,Siarka Tarnobrzeg
POLOmarket Sportino Inowrocław,35,77.8,20.1,37.1,54.1,7.5,22.7,32.9,27.5,59.7,46.1,15.3,21.3,71.9,9.23,21.94,31.17,13.5,23.23,,13.7,11.31,2.91,,84.9,,Sezon 2006/2007,Sportino Inowrocław
Przeciwnicy,35,73.7,17.5,36.0,48.5,7.3,20.9,34.7,24.7,57.0,43.4,17.0,23.1,73.4,8.97,21.23,30.20,14.6,21.60,,15.1,10.17,2.94,,78.2,,Sezon 2006/2007,Sportino Inowrocław
KS Spójnia Stargard,31,68.8,17.1,33.7,50.6,7.2,22.3,32.3,24.3,56.0,43.3,13.1,18.9,69.0,6.90,19.87,26.77,11.6,21.48,,13.5,8.19,2.48,,66.8,,Sezon 2006/2007,Spójnia Stargard Szcz.
Przeciwnicy,31,75.8,21.2,41.6,51.0,5.9,17.5,33.5,27.1,59.1,45.8,15.7,21.4,73.5,10.58,24.32,34.90,12.7,20.94,,13.1,9.10,1.94,,83.7,,Sezon 2006/2007,Spójnia Stargard Szcz.
ZKS Stal Stalowa Wola,30,77.4,21.0,38.7,54.3,6.5,19.7,33.1,27.5,58.4,47.1,15.9,23.0,69.0,8.50,22.57,31.07,14.4,20.77,,15.1,8.87,3.30,,81.9,,Sezon 2006/2007,Stal Stalowa Wola
Przeciwnicy,30,77.5,22.2,44.5,49.8,6.1,18.5,33.2,28.3,63.0,44.9,14.8,20.7,71.2,9.43,21.10,30.53,11.9,22.80,,12.9,9.93,2.50,,78.8,,Sezon 2006/2007,Stal Stalowa Wola
CZELADZKI KLUB SPORTOWY 1924 (CKS) Czeladź,37,83.3,22.3,39.5,56.5,7.3,20.8,35.2,29.6,60.2,49.2,16.8,21.4,78.5,8.27,20.78,29.05,15.5,22.22,,16.5,10.35,1.57,,88.1,,Sezon 2005/2006,CZELADZKI KLUB SPORTOWY 1924 (CKS) Czeladź
Przeciwnicy,37,81.4,21.1,38.7,54.6,7.7,21.2,36.1,28.8,59.9,48.1,16.1,22.1,72.9,9.84,21.51,31.35,14.6,22.41,,17.3,9.70,2.08,,84.8,,Sezon 2005/2006,CZELADZKI KLUB SPORTOWY 1924 (CKS) Czeladź
KS Legion Legionowo,33,76.2,19.1,36.4,52.4,7.1,23.6,30.0,26.2,60.0,43.6,16.9,24.8,68.1,10.97,21.06,32.03,13.6,22.94,,17.9,11.67,1.70,,75.6,,Sezon 2005/2006,KS Legion Legionowo
Przeciwnicy,33,77.5,20.3,38.8,52.4,7.2,20.6,35.1,27.6,59.4,46.4,15.2,21.6,70.5,8.52,20.45,28.97,11.8,23.36,,16.7,11.58,1.91,,76.9,,Sezon 2005/2006,KS Legion Legionowo
PBG Basket Poznań,37,81.5,22.5,44.4,50.8,5.8,18.9,30.7,28.3,63.2,44.8,19.2,25.8,74.4,10.62,20.43,31.05,10.4,23.38,,15.1,12.70,1.73,,80.7,,Sezon 2005/2006,PBG Basket Poznań
Przeciwnicy,37,82.4,21.6,39.0,55.3,7.3,21.8,33.4,28.8,60.8,47.4,17.4,23.7,73.6,10.27,21.49,31.76,10.4,25.41,,16.7,9.95,2.11,,81.8,,Sezon 2005/2006,PBG Basket Poznań
Sportowiec Częstochowa,33,82.1,23.8,45.2,52.6,6.5,18.5,35.1,30.3,63.7,47.5,15.0,20.3,74.0,10.09,23.52,33.61,17.3,21.55,,15.4,9.67,3.88,,92.4,,Sezon 2005/2006,Sportowiec Częstochowa
Przeciwnicy,33,82.3,21.2,41.7,50.8,8.2,24.6,33.5,29.5,66.4,44.4,15.2,20.8,73.0,11.36,22.45,33.82,15.5,21.39,,14.5,10.12,2.33,,87.0,,Sezon 2005/2006,Sportowiec Częstochowa
Znicz Basket Pruszków,32,78.3,19.6,38.3,51.2,8.0,22.7,35.4,27.6,61.0,45.3,15.0,20.5,73.1,9.97,22.03,32.00,12.8,25.31,,18.6,11.00,2.00,,78.6,,Sezon 2005/2006,Znicz Basket Pruszków
Przeciwnicy,32,79.0,18.7,37.6,49.7,7.8,23.8,32.7,26.5,61.4,43.1,18.3,25.2,72.5,10.72,20.84,31.56,15.0,22.00,,17.0,12.75,2.53,,82.0,,Sezon 2005/2006,Znicz Basket Pruszków
AZS Politechnika Radomska,37,71.2,19.9,42.9,46.3,5.4,15.4,35.1,25.3,58.2,43.4,15.3,21.7,70.7,8.22,21.41,29.62,9.3,21.35,,15.1,9.65,0.95,,66.3,,Sezon 2005/2006,AZS Politechnika Radomska
Przeciwnicy,37,78.2,21.4,40.5,52.8,7.3,22.1,32.9,28.7,62.6,45.8,13.6,18.7,72.7,10.03,23.16,33.19,13.4,21.51,,14.7,9.97,3.08,,84.2,,Sezon 2005/2006,AZS Politechnika Radomska
PTG Sokół Łańcut,34,76.8,20.4,40.7,50.1,6.6,20.2,32.6,27.0,60.9,44.3,16.3,21.8,74.6,9.53,20.74,30.26,14.3,20.91,,13.2,12.38,2.26,,83.4,,Sezon 2005/2006,PTG Sokół Łańcut
